name,vote_count,vote_average,revenue
Liv Hansen,0.0,0.0,0.0
Liubomir Simeonov,0.0,0.0,0.0
Liu Yifei,0.0,0.0,0.0
Liu Hsieh-Min,0.0,0.0,0.0
Litefoot,0.0,0.0,0.0
Lita S. Bowman,0.0,0.0,0.0
Lita Lopez,0.0,0.0,0.0
Lissy Gulick,0.0,0.0,0.0
Lisle Wilkerson,0.0,0.0,0.0
Lisel M. Gorell,0.0,0.0,0.0
Lise Lacasse,0.0,0.0,0.0
Lisandro León,0.0,0.0,0.0
Lisandra Vazquez,0.0,0.0,0.0
Lisamarie Cowan,0.0,0.0,0.0
Lisa Zane,0.0,0.0,0.0
Lisa Kaplan,0.0,0.0,0.0
Lisa K. Price,0.0,0.0,0.0
Lisa K. Ferguson,0.0,0.0,0.0
Lindy Loundagin,0.0,0.0,0.0
Lindsey Marie Nelson,0.0,0.0,0.0
Lindsey McCollough,0.0,0.0,0.0
Lindsey Moser,0.0,0.0,0.0
Lindsey Pires,0.0,0.0,0.0
Lindsey Shaw,0.0,0.0,0.0
Lindsey Soileau,0.0,0.0,0.0
Linh Đan Phạm,0.0,0.0,0.0
Lisa Junco,0.0,0.0,0.0
Linlyn Lue,0.0,0.0,0.0
Linnea Bond,0.0,0.0,0.0
Lino Facioli,0.0,0.0,0.0
Lino Guanciale,0.0,0.0,0.0
Linus Merwin,0.0,0.0,0.0
Linzey Cocker,0.0,0.0,0.0
Lindsey Legros,0.0,0.0,0.0
Lindsey Gort,0.0,0.0,0.0
Lindsey Alley,0.0,0.0,0.0
Lindsay Thompson,0.0,0.0,0.0
Lindsay Taylor,0.0,0.0,0.0
Lindsay Schnebly,0.0,0.0,0.0
Lindsay Ryan,0.0,0.0,0.0
Lindsay Rosenberg,0.0,0.0,0.0
Lindsay Morton,0.0,0.0,0.0
Lindsay Michelle Nader,0.0,0.0,0.0
Lindsay MacDonald,0.0,0.0,0.0
Lindsay Dyan Epp,0.0,0.0,0.0
Lindsay Dennis,0.0,0.0,0.0
Lindsay Bryan,0.0,0.0,0.0
Lindsay Beamish,0.0,0.0,0.0
Lindsay Ayliffe,0.0,0.0,0.0
Lindsay Ames,0.0,0.0,0.0
Linzi Hateley,0.0,0.0,0.0
Lionel Archuleta,0.0,0.0,0.0
Lionel Briand,0.0,0.0,0.0
Lisa Ebeyer,0.0,0.0,0.0
Lisa Joyner,0.0,0.0,0.0
Lisa Joann Thompson,0.0,0.0,0.0
Lisa Hull,0.0,0.0,0.0
Lisa Howard,0.0,0.0,0.0
Lisa Hernandez,0.0,0.0,0.0
Lisa Guerrero,0.0,0.0,0.0
Lisa Griffiths,0.0,0.0,0.0
Lisa Gould,0.0,0.0,0.0
Lisa Gleave,0.0,0.0,0.0
Lisa Ganjhu,0.0,0.0,0.0
Lisa Frantz,0.0,0.0,0.0
Lisa Emery,0.0,0.0,0.0
Lisa Eisner,0.0,0.0,0.0
Lisa Eichhorn,0.0,0.0,0.0
Lisa Earley,0.0,0.0,0.0
Lionel Mahop,0.0,0.0,0.0
Lisa Durupt,0.0,0.0,0.0
Lisa Del Dotto,0.0,0.0,0.0
Lisa Datz,0.0,0.0,0.0
Lisa Chung,0.0,0.0,0.0
Lisa Chandler,0.0,0.0,0.0
Lisa Callingham,0.0,0.0,0.0
Lisa Calder,0.0,0.0,0.0
Lisa Bronwyn Moore,0.0,0.0,0.0
Lisa Brenner,0.0,0.0,0.0
Lisa Benavides,0.0,0.0,0.0
Lisa Arrindell,0.0,0.0,0.0
Lisa Arnold,0.0,0.0,0.0
Lisa Anne Hillman,0.0,0.0,0.0
Lionel Pina,0.0,0.0,0.0
John Doolittle,0.0,0.0,0.0
John Donovan,0.0,0.0,0.0
John Dodson,0.0,0.0,0.0
Grace Nortey,0.0,0.0,0.0
Grace Helbig,0.0,0.0,0.0
Grace Hightower,0.0,0.0,0.0
Grace Holuby,0.0,0.0,0.0
Grace Jones,0.0,0.0,0.0
Grace Kelley,0.0,0.0,0.0
Grace Ly Ngo Hazelett,0.0,0.0,0.0
Grace O'Neill,0.0,0.0,0.0
Gracie Lawrence,0.0,0.0,0.0
Grace Phipps,0.0,0.0,0.0
Grace Rolek,0.0,0.0,0.0
Grace Sherman,0.0,0.0,0.0
Grace Smith,0.0,0.0,0.0
Grace Stanley,0.0,0.0,0.0
Grace Thorsen,0.0,0.0,0.0
Grace Dunham,0.0,0.0,0.0
Grace Duffy,0.0,0.0,0.0
Grace Dove,0.0,0.0,0.0
Grace Collins,0.0,0.0,0.0
Grace Chin,0.0,0.0,0.0
Grace Brannigan,0.0,0.0,0.0
Grace Arends,0.0,0.0,0.0
Grace Anne,0.0,0.0,0.0
Grace A. Cruz,0.0,0.0,0.0
Gowhnou Yang,0.0,0.0,0.0
Gotaro Tsunashima,0.0,0.0,0.0
Gordon Tootoosis,0.0,0.0,0.0
Gordon Thomson,0.0,0.0,0.0
Gordon Peters,0.0,0.0,0.0
Gordon Parks,0.0,0.0,0.0
Gordon Masten,0.0,0.0,0.0
Gordon Friday,0.0,0.0,0.0
Grace Tucker-Duguay,0.0,0.0,0.0
Gracie Prewitt,0.0,0.0,0.0
Gordon Brown,0.0,0.0,0.0
Grant Hayden Scott,0.0,0.0,0.0
Grainger Hines,0.0,0.0,0.0
Grandmaster Caz,0.0,0.0,0.0
Grant Babbitt,0.0,0.0,0.0
Grant Bowler,0.0,0.0,0.0
Grant Case,0.0,0.0,0.0
Grant Curtis,0.0,0.0,0.0
Grant Holmquist,0.0,0.0,0.0
Gracie Whitton,0.0,0.0,0.0
Grant Koo,0.0,0.0,0.0
Grant R. Krause,0.0,0.0,0.0
Grant Rosenmeyer,0.0,0.0,0.0
Grant Tilly,0.0,0.0,0.0
Grasie Mercedes,0.0,0.0,0.0
Gray Eubank,0.0,0.0,0.0
Graig Guggenheim,0.0,0.0,0.0
Graig F. Weich,0.0,0.0,0.0
Graig Couton,0.0,0.0,0.0
Grahame Edwards,0.0,0.0,0.0
Graham Wardle,0.0,0.0,0.0
Graham W.J. Beal,0.0,0.0,0.0
Graham Sibley,0.0,0.0,0.0
Graham Shiels,0.0,0.0,0.0
Graham Phillips,0.0,0.0,0.0
Graham Parker,0.0,0.0,0.0
Graham Miller,0.0,0.0,0.0
Graham Bell,0.0,0.0,0.0
Graham Abbey,0.0,0.0,0.0
Graeme Hawkins,0.0,0.0,0.0
Graeme Ford,0.0,0.0,0.0
Graeme Blundell,0.0,0.0,0.0
Grady Chambless,0.0,0.0,0.0
Gordon Danniels,0.0,0.0,0.0
Gordie Farrell,0.0,0.0,0.0
"John Dickerson,",0.0,0.0,0.0
Giuseppe Pambieri,0.0,0.0,0.0
Giulia Pagano,0.0,0.0,0.0
Giulia Steigerwalt,0.0,0.0,0.0
Giuliano Gemma,0.0,0.0,0.0
Giulio Berruti,0.0,0.0,0.0
Giuseppe Andrews,0.0,0.0,0.0
Giuseppe Cederna,0.0,0.0,0.0
Glen Aucoin,0.0,0.0,0.0
Glen Powell Sr.,0.0,0.0,0.0
Glen Ballard,0.0,0.0,0.0
Glen Bowser,0.0,0.0,0.0
Glen Brkich,0.0,0.0,0.0
Glen Chin,0.0,0.0,0.0
Glen Hambly,0.0,0.0,0.0
Glen Kerr,0.0,0.0,0.0
Giulia Lombardi,0.0,0.0,0.0
Gitte Witt,0.0,0.0,0.0
Gissette E. Valentin,0.0,0.0,0.0
Gisselle Legere,0.0,0.0,0.0
Giselle Berk,0.0,0.0,0.0
Gisela Bech,0.0,0.0,0.0
Girard Swan,0.0,0.0,0.0
Giovonnie Samuels,0.0,0.0,0.0
Giovanni Velazquez,0.0,0.0,0.0
Giovanni Roselli,0.0,0.0,0.0
Giovanni Rodriguez,0.0,0.0,0.0
Giovanni Lombardo Radice,0.0,0.0,0.0
Giovanni Guidelli,0.0,0.0,0.0
Giovanni Capitello,0.0,0.0,0.0
Giovanna Yannotti,0.0,0.0,0.0
Giovanna Mezzogiorno,0.0,0.0,0.0
Giovani Cimmino,0.0,0.0,0.0
Glen Mexted,0.0,0.0,0.0
Glen Thompson,0.0,0.0,0.0
Goran Stjepanovic,0.0,0.0,0.0
Glyn Gray,0.0,0.0,0.0
Gloria Peñaranda,0.0,0.0,0.0
Gloria Ungar,0.0,0.0,0.0
Gloria Webber,0.0,0.0,0.0
Gloria de Luna,0.0,0.0,0.0
Glozell Green,0.0,0.0,0.0
Glyn Angell,0.0,0.0,0.0
Glynis Brooks,0.0,0.0,0.0
Glen Warner,0.0,0.0,0.0
Godfrey Gao,0.0,0.0,0.0
Goldie,0.0,0.0,0.0
Goldy Greaves,0.0,0.0,0.0
Golo Euler,0.0,0.0,0.0
Gonzalo Uriarte,0.0,0.0,0.0
Goran Jevtić,0.0,0.0,0.0
Gloria Petkova,0.0,0.0,0.0
Gloria Garayua,0.0,0.0,0.0
Gloria Foster,0.0,0.0,0.0
Gloria Allred,0.0,0.0,0.0
Glori Renee Euwer,0.0,0.0,0.0
Glenndon Chatman,0.0,0.0,0.0
Glenn Wein,0.0,0.0,0.0
Glenn Walkup,0.0,0.0,0.0
Glenn Thomas Jacobs,0.0,0.0,0.0
Glenn Shadix,0.0,0.0,0.0
Glenn Keogh,0.0,0.0,0.0
Glenn K. Ota,0.0,0.0,0.0
Glenn Gilbertti,0.0,0.0,0.0
Glenn Doherty,0.0,0.0,0.0
Glenn Beck,0.0,0.0,0.0
Glenda Pannell,0.0,0.0,0.0
Glenda Morales,0.0,0.0,0.0
Gray O'Brien,0.0,0.0,0.0
Grayson Hunt Urwin,0.0,0.0,0.0
Grayson Stone,0.0,0.0,0.0
Gregory Vitale,0.0,0.0,0.0
Gregory Shane Helms,0.0,0.0,0.0
Gregory Shelby,0.0,0.0,0.0
Gregory Sims,0.0,0.0,0.0
Gregory T. Collett,0.0,0.0,0.0
Gregory Thompson,0.0,0.0,0.0
Gregory Tyree Boyce,0.0,0.0,0.0
Gregory White,0.0,0.0,0.0
Griffin Andrews,0.0,0.0,0.0
Gregory Woo,0.0,0.0,0.0
Greta Csizmadia,0.0,0.0,0.0
Greta Kline,0.0,0.0,0.0
Greta Onieogou,0.0,0.0,0.0
Greta Seacat,0.0,0.0,0.0
Gretchen Pleshaw,0.0,0.0,0.0
Gregory Scott Cummins,0.0,0.0,0.0
Gregory Schwabe,0.0,0.0,0.0
Gregory Romano,0.0,0.0,0.0
Gregory Rockwood,0.0,0.0,0.0
Gregory Rentis,0.0,0.0,0.0
Gregory Perri,0.0,0.0,0.0
Gregory Pekar,0.0,0.0,0.0
Gregory P. Hitchen,0.0,0.0,0.0
Gregory Niebel,0.0,0.0,0.0
Gregory Morley,0.0,0.0,0.0
Gregory Korostishevsky,0.0,0.0,0.0
Gregory Kasyan,0.0,0.0,0.0
Gregory Jones,0.0,0.0,0.0
Gregory J. Wolf,0.0,0.0,0.0
Gregory Hosaflook,0.0,0.0,0.0
Gregory Hlady,0.0,0.0,0.0
Gregory Haney,0.0,0.0,0.0
Griet van Damme,0.0,0.0,0.0
Griffin Cleveland,0.0,0.0,0.0
Greg 'Christopher' Smith,0.0,0.0,0.0
Guillaume Gouix,0.0,0.0,0.0
Guido Palliggiano,0.0,0.0,0.0
Guilherme Scarabelot,0.0,0.0,0.0
Guillaume Baillargeon,0.0,0.0,0.0
Guillaume Delaunay,0.0,0.0,0.0
Guillaume Faure,0.0,0.0,0.0
Guillaume Gallienne,0.0,0.0,0.0
Guillaume Tardieu,0.0,0.0,0.0
Griffin Freeman,0.0,0.0,0.0
Guillermo Arriaga,0.0,0.0,0.0
Guillermo Grispo,0.0,0.0,0.0
Guillermo Iván,0.0,0.0,0.0
Guillermo Navarro,0.0,0.0,0.0
Guillermo Ruiz,0.0,0.0,0.0
Guinevere Turner,0.0,0.0,0.0
Guido Grasso Jr.,0.0,0.0,0.0
Guido Furlani,0.0,0.0,0.0
Gui DaSilva-Greene,0.0,0.0,0.0
Guerguina Ilieva,0.0,0.0,0.0
Gudmundur Thorvaldsson,0.0,0.0,0.0
Gucci Mane,0.0,0.0,0.0
Guadalupe Docampo,0.0,0.0,0.0
Grégory Fitoussi,0.0,0.0,0.0
Grégoire Foessel,0.0,0.0,0.0
Grover Coulson,0.0,0.0,0.0
Grizz Chapman,0.0,0.0,0.0
Grizelda Quintana,0.0,0.0,0.0
Grigoriy Dobrygin,0.0,0.0,0.0
Griffin Seymour,0.0,0.0,0.0
Griffin Newman,0.0,0.0,0.0
Griffin M. Allen,0.0,0.0,0.0
Griffin Kane,0.0,0.0,0.0
Gregory Gorenc,0.0,0.0,0.0
Gregory Foreman,0.0,0.0,0.0
Gregory Finnegan,0.0,0.0,0.0
Greg Lee,0.0,0.0,0.0
Greg Horos,0.0,0.0,0.0
Greg James,0.0,0.0,0.0
Greg Johnson,0.0,0.0,0.0
Greg Kelly,0.0,0.0,0.0
Greg Kramer,0.0,0.0,0.0
Greg Kriek,0.0,0.0,0.0
Greg Levine,0.0,0.0,0.0
Gregory Dann,0.0,0.0,0.0
Greg Lockett,0.0,0.0,0.0
Greg Marian,0.0,0.0,0.0
Greg McKenzie,0.0,0.0,0.0
Greg Melvill-Smith,0.0,0.0,0.0
Greg Perrow,0.0,0.0,0.0
Greg Pitts,0.0,0.0,0.0
Greg Hohn,0.0,0.0,0.0
Greg Finley,0.0,0.0,0.0
Greg Farkas,0.0,0.0,0.0
Greg Dunham,0.0,0.0,0.0
Greg Duke,0.0,0.0,0.0
Greg Donaldson,0.0,0.0,0.0
Greg Dees,0.0,0.0,0.0
Greg Davis Jr.,0.0,0.0,0.0
Greg Crowe,0.0,0.0,0.0
Greg Crews,0.0,0.0,0.0
Greg Connolly ,0.0,0.0,0.0
Greg Bronson,0.0,0.0,0.0
Greg Beam,0.0,0.0,0.0
Greg Baldwin,0.0,0.0,0.0
Greg Baine,0.0,0.0,0.0
Greg Armstrong-Morris,0.0,0.0,0.0
Greg Anderson,0.0,0.0,0.0
Greg Poppleton,0.0,0.0,0.0
Greg Sandquist,0.0,0.0,0.0
Greg Sestero,0.0,0.0,0.0
Gregg London,0.0,0.0,0.0
Gregory D. Gadson,0.0,0.0,0.0
Gregory Cupoli,0.0,0.0,0.0
Gregory Chandler Maness,0.0,0.0,0.0
Gregory C. Bachaud,0.0,0.0,0.0
Gregory Brown,0.0,0.0,0.0
Gregory Bright,0.0,0.0,0.0
Gregory Baldi,0.0,0.0,0.0
Gregory Alosio,0.0,0.0,0.0
Gregory Allen Gabroy,0.0,0.0,0.0
Gregor Manns,0.0,0.0,0.0
Gregor Fisher,0.0,0.0,0.0
Gregg Weiner,0.0,0.0,0.0
Gregg Micheals,0.0,0.0,0.0
Gregg Lowe,0.0,0.0,0.0
Gregg Gibbs,0.0,0.0,0.0
Greg Siff,0.0,0.0,0.0
Gregg Chillin,0.0,0.0,0.0
Gregg Brazzel,0.0,0.0,0.0
Gregg Berger,0.0,0.0,0.0
Gregg Atwill,0.0,0.0,0.0
Greg Zola,0.0,0.0,0.0
Greg Zach,0.0,0.0,0.0
Greg Worswick,0.0,0.0,0.0
Greg Wilson,0.0,0.0,0.0
Greg Vrotsos,0.0,0.0,0.0
Greg Van Borssum,0.0,0.0,0.0
Greg Vaccariello,0.0,0.0,0.0
Greg Townley,0.0,0.0,0.0
Greg Tiernan,0.0,0.0,0.0
Greg Sproles,0.0,0.0,0.0
Giorgio Lupano,0.0,0.0,0.0
Giorgio Gobbi,0.0,0.0,0.0
Giorgio Cantarini,0.0,0.0,0.0
George Hertzberg,0.0,0.0,0.0
George Costigan,0.0,0.0,0.0
George Cottle,0.0,0.0,0.0
George Dzundza,0.0,0.0,0.0
George Feaster,0.0,0.0,0.0
George Gerdes,0.0,0.0,0.0
George Haynes,0.0,0.0,0.0
George Hine,0.0,0.0,0.0
George King,0.0,0.0,0.0
George Hornedo,0.0,0.0,0.0
George Ives,0.0,0.0,0.0
"George Jones, Jr.",0.0,0.0,0.0
George Jonson,0.0,0.0,0.0
George Kardulias,0.0,0.0,0.0
George Kareman,0.0,0.0,0.0
George Camilleri,0.0,0.0,0.0
George C. Wolfe,0.0,0.0,0.0
George Buza,0.0,0.0,0.0
George Bruer,0.0,0.0,0.0
George Bocchetti,0.0,0.0,0.0
George Blagden,0.0,0.0,0.0
George Bartenieff,0.0,0.0,0.0
George Bailey,0.0,0.0,0.0
George Back,0.0,0.0,0.0
George Avgoustis,0.0,0.0,0.0
George Anton,0.0,0.0,0.0
George Aloi,0.0,0.0,0.0
George Alexander,0.0,0.0,0.0
George A. Sack,0.0,0.0,0.0
Georg Tryphon,0.0,0.0,0.0
Georg Rittmannsperger,0.0,0.0,0.0
Georg Nikoloff,0.0,0.0,0.0
George Kennedy,0.0,0.0,0.0
George Kotsiopoulos,0.0,0.0,0.0
Georgia Taylor,0.0,0.0,0.0
Georges St-Pierre,0.0,0.0,0.0
George Thomas,0.0,0.0,0.0
George Vricos,0.0,0.0,0.0
George W. Scott,0.0,0.0,0.0
George Watkins,0.0,0.0,0.0
George Wilson,0.0,0.0,0.0
George Zlatarev,0.0,0.0,0.0
Georges Wilson,0.0,0.0,0.0
George Lasha,0.0,0.0,0.0
Georgia Allen,0.0,0.0,0.0
Georgia Cook,0.0,0.0,0.0
Georgia Crawford,0.0,0.0,0.0
Georgia Creighton,0.0,0.0,0.0
Georgia Goodman,0.0,0.0,0.0
Georgia Pemberton,0.0,0.0,0.0
George Taylor,0.0,0.0,0.0
George Riddle,0.0,0.0,0.0
George Renteria,0.0,0.0,0.0
George Pringle,0.0,0.0,0.0
George Poulos,0.0,0.0,0.0
George Nickolas K.,0.0,0.0,0.0
George Murdock,0.0,0.0,0.0
George Murdoch,0.0,0.0,0.0
George Meyers,0.0,0.0,0.0
George McLaren,0.0,0.0,0.0
George Marcy,0.0,0.0,0.0
George Mangos,0.0,0.0,0.0
George Maguire,0.0,0.0,0.0
George Lugg,0.0,0.0,0.0
George Lucas,0.0,0.0,0.0
George Loftus,0.0,0.0,0.0
George Lee Miles,0.0,0.0,0.0
Geoffrey Wigdor,0.0,0.0,0.0
Geoffrey Wade,0.0,0.0,0.0
Geoffrey Thomas,0.0,0.0,0.0
Gemmenne de la Peña,0.0,0.0,0.0
Gemma O'Duffy,0.0,0.0,0.0
Gemma Padley,0.0,0.0,0.0
Gemma Payne,0.0,0.0,0.0
Gemma Reeves,0.0,0.0,0.0
Gemma Sandzer,0.0,0.0,0.0
Gemma Wardle,0.0,0.0,0.0
Gena Shaw,0.0,0.0,0.0
Geoffrey Streatfeild,0.0,0.0,0.0
Gena Vazquez,0.0,0.0,0.0
Gena West,0.0,0.0,0.0
Gene Anthony Ray,0.0,0.0,0.0
Gene Barry,0.0,0.0,0.0
Gene Cervenka,0.0,0.0,0.0
Gene Farber,0.0,0.0,0.0
Gemma James Smith,0.0,0.0,0.0
Gemma George,0.0,0.0,0.0
Gemma Forbes,0.0,0.0,0.0
Gemita Samarra,0.0,0.0,0.0
Geeta Vij,0.0,0.0,0.0
Geeta Masi,0.0,0.0,0.0
Gediminas Girdvainis,0.0,0.0,0.0
Gediminas Adomaitis,0.0,0.0,0.0
Gedeon Burkhard,0.0,0.0,0.0
Geddy Lee,0.0,0.0,0.0
Gaëlle Jeantet,0.0,0.0,0.0
Gayle King,0.0,0.0,0.0
Gay Thomas-Wilson,0.0,0.0,0.0
Gawtti,0.0,0.0,0.0
Gavin-Keith Umeh,0.0,0.0,0.0
Gavin R. Downes,0.0,0.0,0.0
Gavin O'Connor,0.0,0.0,0.0
Gene Fleming,0.0,0.0,0.0
Gene Honda,0.0,0.0,0.0
Gene Hong,0.0,0.0,0.0
Gentry Williams,0.0,0.0,0.0
Geoffrey Rivas,0.0,0.0,0.0
Geoffrey Pounsett,0.0,0.0,0.0
Geoffrey Pomeroy,0.0,0.0,0.0
Geoffrey Lewis,0.0,0.0,0.0
Geoffrey Kennedy,0.0,0.0,0.0
Geoffrey Howard,0.0,0.0,0.0
Geoffrey Holder,0.0,0.0,0.0
Geoffrey Beevers,0.0,0.0,0.0
Geoff Wehner,0.0,0.0,0.0
Geoff Gustafson,0.0,0.0,0.0
Geoff Falk,0.0,0.0,0.0
Geoff Callan,0.0,0.0,0.0
Geoff Burgess,0.0,0.0,0.0
Geny Walters,0.0,0.0,0.0
Gentry White,0.0,0.0,0.0
Gene Kevin Hames Jr.,0.0,0.0,0.0
Gennadi Vengerov,0.0,0.0,0.0
Genevieve Sirois,0.0,0.0,0.0
Genevieve McCarthy,0.0,0.0,0.0
Genevieve Maylam,0.0,0.0,0.0
Genevieve Kinney,0.0,0.0,0.0
Genevieve Hudson-Price,0.0,0.0,0.0
Genevieve Guilbault,0.0,0.0,0.0
Genevieve Gaunt,0.0,0.0,0.0
Geneva Carr,0.0,0.0,0.0
Geneva Brunetti,0.0,0.0,0.0
Genesis Ochoa,0.0,0.0,0.0
Genesis Codina,0.0,0.0,0.0
Gene Okerlund,0.0,0.0,0.0
Gene N. Chavez,0.0,0.0,0.0
Georgia Rock,0.0,0.0,0.0
Georgia Winters,0.0,0.0,0.0
Giordana Pieri,0.0,0.0,0.0
Gilbert Saldivar,0.0,0.0,0.0
Gil Kazimirov,0.0,0.0,0.0
Gil Kolirin,0.0,0.0,0.0
Gil McKinney,0.0,0.0,0.0
Gila Almagor,0.0,0.0,0.0
Gilbert Cruz,0.0,0.0,0.0
Gilbert Rosales,0.0,0.0,0.0
Gilbert Trejo,0.0,0.0,0.0
Gillian Ferrier,0.0,0.0,0.0
Giles Key,0.0,0.0,0.0
Giles Matthey,0.0,0.0,0.0
Giles Panton,0.0,0.0,0.0
Gill Gayle,0.0,0.0,0.0
Gilles Gaston-Dreyfus,0.0,0.0,0.0
Gilles Marini,0.0,0.0,0.0
Gil Gerard,0.0,0.0,0.0
Gil Darnell,0.0,0.0,0.0
Gil Cohen-Alloro,0.0,0.0,0.0
Gil Alma,0.0,0.0,0.0
Gigi Zumbado,0.0,0.0,0.0
Gigi Johnson,0.0,0.0,0.0
Gigi Bermingham,0.0,0.0,0.0
Giedre Bond,0.0,0.0,0.0
Gido Schimanski,0.0,0.0,0.0
Gideon Jensen,0.0,0.0,0.0
Gideon Jacobs,0.0,0.0,0.0
Gichi Gamba,0.0,0.0,0.0
Gianpaolo Venuta,0.0,0.0,0.0
Gianni Russo,0.0,0.0,0.0
Gianni Biasetti Jr.,0.0,0.0,0.0
Gianna Michaels,0.0,0.0,0.0
Gianna Luchini,0.0,0.0,0.0
Gillian Ferrabee,0.0,0.0,0.0
Gillian Flynn,0.0,0.0,0.0
Georgica Pettus,0.0,0.0,0.0
Ginger Lynn Allen,0.0,0.0,0.0
Gina Preciado,0.0,0.0,0.0
Gina Ravera,0.0,0.0,0.0
Gina Sarno,0.0,0.0,0.0
Gina Tleel,0.0,0.0,0.0
Gina-Raye Carter,0.0,0.0,0.0
Ginger Gonzaga,0.0,0.0,0.0
Ginger Ruriko Busch,0.0,0.0,0.0
Gillian Grueber,0.0,0.0,0.0
Gino Borri,0.0,0.0,0.0
Gino Marrocco,0.0,0.0,0.0
Gino Woulard,0.0,0.0,0.0
Gio Castellano,0.0,0.0,0.0
Gioacchino Jim Cuffaro,0.0,0.0,0.0
Gionata Curreri,0.0,0.0,0.0
Gina Philips,0.0,0.0,0.0
Gina Morelli,0.0,0.0,0.0
Gina Montana,0.0,0.0,0.0
Gina Hirsch,0.0,0.0,0.0
Gina Hecht,0.0,0.0,0.0
Gina Gallego,0.0,0.0,0.0
Gina Gagnon,0.0,0.0,0.0
Gina Evangelisti,0.0,0.0,0.0
Gina Doctor,0.0,0.0,0.0
Gina Costigan,0.0,0.0,0.0
Gina Brinkman,0.0,0.0,0.0
Gina Bramhill,0.0,0.0,0.0
Gina Beck,0.0,0.0,0.0
Gina Beatriz Castro,0.0,0.0,0.0
Gilly Gilchrist,0.0,0.0,0.0
Gillian Tan,0.0,0.0,0.0
Gillian Jones,0.0,0.0,0.0
Gianmarco Tognazzi,0.0,0.0,0.0
Gianina Sbardellati,0.0,0.0,0.0
Giancarlo Previati,0.0,0.0,0.0
Gerard Adimando,0.0,0.0,0.0
Gerald Okamura,0.0,0.0,0.0
Gerald R. Molen,0.0,0.0,0.0
Gerald Sullivan,0.0,0.0,0.0
Geraldine McEwan,0.0,0.0,0.0
Geraldine Singer,0.0,0.0,0.0
Gerard 'Jerry' Lewis,0.0,0.0,0.0
Gerard Bentall,0.0,0.0,0.0
Giancarlo Caltabiano,0.0,0.0,0.0
Gerard Canonico,0.0,0.0,0.0
Gerard Heintz,0.0,0.0,0.0
Gerard J. Reyes,0.0,0.0,0.0
Gerard McIsaac,0.0,0.0,0.0
Gerard Miller,0.0,0.0,0.0
Gerard Monaco,0.0,0.0,0.0
Gerald Lenton-Young,0.0,0.0,0.0
Gerald C. Rivers,0.0,0.0,0.0
Gerald Bestrom,0.0,0.0,0.0
Ger Ryan,0.0,0.0,0.0
Ger Duany,0.0,0.0,0.0
Geovanny Corvera,0.0,0.0,0.0
Geovanni Gopradi,0.0,0.0,0.0
Georin Aquila,0.0,0.0,0.0
Georgiy Gromov,0.0,0.0,0.0
Georgina Tolentino,0.0,0.0,0.0
Georgina Redhead,0.0,0.0,0.0
Georgina Rawlings,0.0,0.0,0.0
Georgina Jackson,0.0,0.0,0.0
Georgina Cates,0.0,0.0,0.0
Georgie Lee-Robinson,0.0,0.0,0.0
Georgie Kidder,0.0,0.0,0.0
Georgie Grieve,0.0,0.0,0.0
Gerard Murphy,0.0,0.0,0.0
Gerard Parkes,0.0,0.0,0.0
Gerard Sanders,0.0,0.0,0.0
Gerry Skilton,0.0,0.0,0.0
Giacomo Strasser,0.0,0.0,0.0
Giacinto Ferro,0.0,0.0,0.0
Gia Skova,0.0,0.0,0.0
Gia Marie Barbera,0.0,0.0,0.0
Gia Gadsby,0.0,0.0,0.0
Gia Franzia,0.0,0.0,0.0
GiGi Erneta,0.0,0.0,0.0
Ghye Samuel Brown,0.0,0.0,0.0
Ghostface Killah,0.0,0.0,0.0
Ghali Benlafkih,0.0,0.0,0.0
Gesine Cukrowski,0.0,0.0,0.0
Gertrude Wong,0.0,0.0,0.0
Gertrude Thoma,0.0,0.0,0.0
Gertrude Kyles,0.0,0.0,0.0
Gerry Robert Byrne,0.0,0.0,0.0
Gerard Whelan,0.0,0.0,0.0
Gerry O'Brien,0.0,0.0,0.0
Gerry Goodfellow,0.0,0.0,0.0
Gerry Del Sol,0.0,0.0,0.0
Gerry Blair,0.0,0.0,0.0
Gerry Black,0.0,0.0,0.0
"Geronimo Frias, Jr.",0.0,0.0,0.0
Geroges Edouard Nouel,0.0,0.0,0.0
German Tintaya Mamani,0.0,0.0,0.0
Geri Halliwell,0.0,0.0,0.0
Geri Hall,0.0,0.0,0.0
Gerhard Haase-Hindenberg,0.0,0.0,0.0
Gerasimos Skiadaressis,0.0,0.0,0.0
Gerardo Taracena,0.0,0.0,0.0
Gerardo Davila,0.0,0.0,0.0
Gunalp Kocak,0.0,0.0,0.0
Gunnar Hansen,0.0,0.0,0.0
Gunnar Smith,0.0,0.0,0.0
Henry Hallowell,0.0,0.0,0.0
Henry Douthwaite,0.0,0.0,0.0
Henry Frost III,0.0,0.0,0.0
Henry Garrett,0.0,0.0,0.0
Henry Gibson,0.0,0.0,0.0
Henry Glovinsky,0.0,0.0,0.0
Henry Haile,0.0,0.0,0.0
Henry Harris,0.0,0.0,0.0
Henry Milton Chu,0.0,0.0,0.0
Henry Hereford,0.0,0.0,0.0
Henry Herrera,0.0,0.0,0.0
Henry Hopper,0.0,0.0,0.0
Henry Ian Cusick,0.0,0.0,0.0
Henry Kapono Ka'aihue,0.0,0.0,0.0
Henry Kingsmill,0.0,0.0,0.0
Henry Davis Morales,0.0,0.0,0.0
Henry D. Coleman,0.0,0.0,0.0
